,FamilyType
17112,Married
17111,Married
17110,Married
17119,Married
17131,Married
17132,Married
17133,Married
17150,Married
17149,Married
17148,Married
17147,Married
17146,Married
17145,Married
17144,Married
17143,Married
17142,Married
17141,Married
17140,Married
17139,Married
17138,Married
17137,Married
17136,Married
17135,Married
17134,Married
17208,Married
17209,Married
17210,Married
17211,Married
17275,Married
17274,Married
17273,Married
17272,Married
17271,Married
17270,Married
17269,Married
17276,Married
17268,Married
17266,Married
17265,Married
17264,Married
17263,Married
17258,Married
17257,Married
17256,Married
17267,Married
17277,Married
17278,Married
17279,Married
17296,Married
17295,Married
17294,Married
17293,Married
17292,Married
17291,Married
17290,Married
17289,Married
17288,Married
17287,Married
17286,Married
17285,Married
17284,Married
17283,Married
17282,Married
17281,Married
17280,Married
17255,Married
17477,Married
17254,Married
17252,Married
17229,Married
17228,Married
17225,Married
17224,Married
17223,Married
17222,Married
17221,Married
17230,Married
17220,Married
17218,Married
17217,Married
17216,Married
17215,Married
17214,Married
17213,Married
17212,Married
17219,Married
17231,Married
17232,Married
17233,Married
17251,Married
17250,Married
17249,Married
17248,Married
17247,Married
17246,Married
17245,Married
17244,Married
17243,Married
17242,Married
17241,Married
17240,Married
17239,Married
17237,Married
17236,Married
17235,Married
17234,Married
17253,Married
17478,Married
17479,Married
17480,Married
17723,Married
17722,Married
17721,Married
17720,Married
17719,Married
17718,Married
17717,Married
17724,Married
17716,Married
17714,Married
17713,Married
17712,Married
17711,Married
17710,Married
17709,Married
17708,Married
17715,Married
17707,Married
17725,Married
17727,Married
17743,Married
17742,Married
17741,Married
17740,Married
17739,Married
17738,Married
17737,Married
17726,Married
17736,Married
17734,Married
17733,Married
17732,Married
17731,Married
17730,Married
17729,Married
17728,Married
17735,Married
17706,Married
17705,Married
17704,Married
17680,Married
17679,Married
17678,Married
17677,Married
17676,Married
17673,Married
17672,Married
17682,Married
17671,Married
17669,Married
17668,Married
17667,Married
17666,Married
17665,Married
17664,Married
17663,Married
17670,Married
17683,Married
17684,Married
17685,Married
17703,Married
17702,Married
17701,Married
17700,Married
17699,Married
17698,Married
17697,Married
17696,Married
17695,Married
17694,Married
17693,Married
17692,Married
17691,Married
17690,Married
17689,Married
17688,Married
17686,Married
17744,Married
17745,Married
17746,Married
17747,Married
17805,Married
17804,Married
17803,Married
17802,Married
17801,Married
17800,Married
17799,Married
17806,Married
17797,Married
17795,Married
17794,Married
17793,Married
17792,Married
17791,Married
17790,Married
17789,Married
17796,Married
17807,Married
17808,Married
17809,Married
17826,Married
17825,Married
17824,Married
17823,Married
17822,Married
17821,Married
17820,Married
17819,Married
17818,Married
17817,Married
17816,Married
17815,Married
17814,Married
17813,Married
17812,Married
17811,Married
17810,Married
17788,Married
17662,Married
17787,Married
17785,Married
17763,Married
17762,Married
17761,Married
17760,Married
17759,Married
17758,Married
17757,Married
17764,Married
17756,Married
17754,Married
17753,Married
17752,Married
17751,Married
17750,Married
17749,Married
17748,Married
17755,Married
17765,Married
17766,Married
17767,Married
17784,Married
17783,Married
17782,Married
17781,Married
17780,Married
17779,Married
17778,Married
17777,Married
17776,Married
17775,Married
17774,Married
17773,Married
17772,Married
17771,Married
17770,Married
17769,Married
17768,Married
17786,Married
17828,Married
17661,Married
17659,Married
17545,Married
17544,Married
17543,Married
17542,Married
17541,Married
17540,Married
17539,Married
17546,Married
17538,Married
17536,Married
17535,Married
17534,Married
17533,Married
17532,Married
17531,Married
17530,Married
17537,Married
17529,Married
17548,Married
17550,Married
17568,Married
17567,Married
17565,Married
17564,Married
17563,Married
17562,Married
17561,Married
17549,Married
17560,Married
17558,Married
17557,Married
17556,Married
17555,Married
17553,Married
17552,Married
17551,Married
17559,Married
17528,Married
17527,Married
17526,Married
17498,Married
17497,Married
17496,Married
17495,Married
17494,Married
17493,Married
17490,Married
17499,Married
17489,Married
17487,Married
17486,Married
17485,Married
17484,Married
17483,Married
17482,Married
17481,Married
17488,Married
17500,Married
17502,Married
17503,Married
17525,Married
17524,Married
17523,Married
17522,Married
17521,Married
17520,Married
17519,Married
17518,Married
17517,Married
17516,Married
17510,Married
17509,Married
17508,Married
17507,Married
17506,Married
17505,Married
17504,Married
17569,Married
17570,Married
17571,Married
17572,Married
17637,Married
17636,Married
17635,Married
17634,Married
17633,Married
17632,Married
17631,Married
17638,Married
17630,Married
17628,Married
17627,Married
17626,Married
17625,Married
17624,Married
17623,Married
17622,Married
17629,Married
17639,Married
17640,Married
17641,Married
17658,Married
17657,Married
17656,Married
17655,Married
17654,Married
17653,Married
17652,Married
17651,Married
17650,Married
17649,Married
17648,Married
17647,Married
17646,Married
17645,Married
17644,Married
17643,Married
17642,Married
17621,Married
17660,Married
17620,Married
17618,Married
17590,Married
17589,Married
17587,Married
17586,Married
17585,Married
17584,Married
17583,Married
17592,Married
17581,Married
17579,Married
17578,Married
17577,Married
17576,Married
17575,Married
17574,Married
17573,Married
17580,Married
17593,Married
17594,Married
17595,Married
17617,Married
17616,Married
17615,Married
17614,Married
17613,Married
17612,Married
17611,Married
17610,Married
17609,Married
17608,Married
17607,Married
17606,Married
17601,Married
17600,Married
17598,Married
17597,Married
17596,Married
17619,Married
18537,Married
18538,Married
18539,Married
19471,Married
19470,Married
19469,Married
19468,Married
19467,Married
19466,Married
19465,Married
19472,Married
19463,Married
19461,Married
19460,Married
19459,Married
19458,Married
19457,Married
19456,Married
19455,Married
19462,Married
19454,Married
19473,Married
19476,Married
19492,Married
19491,Married
19490,Married
19489,Married
19488,Married
19487,Married
19486,Married
19475,Married
19485,Married
19483,Married
19482,Married
19481,Married
19480,Married
19479,Married
19478,Married
19477,Married
19484,Married
19453,Married
19452,Married
19451,Married
19428,Married
19427,Married
19426,Married
19425,Married
19419,Married
19418,Married
19416,Married
19429,Married
19413,Married
19411,Married
19410,Married
19409,Married
19408,Married
19407,Married
19406,Married
19405,Married
19412,Married
19430,Married
19431,Married
19432,Married
19449,Married
19448,Married
19447,Married
19446,Married
19445,Married
19444,Married
19443,Married
19442,Married
19441,Married
19440,Married
19439,Married
19438,Married
19437,Married
19436,Married
19435,Married
19434,Married
19433,Married
19493,Married
19404,Married
19494,Married
19496,Married
19555,Married
19554,Married
19553,Married
19552,Married
19551,Married
19550,Married
19549,Married
19556,Married
19548,Married
19546,Married
19545,Married
19544,Married
19543,Married
19542,Married
19541,Married
19540,Married
19547,Married
19539,Married
19557,Married
19559,Married
19576,Married
19575,Married
19574,Married
19573,Married
19572,Married
19571,Married
19570,Married
19558,Married
19569,Married
19566,Married
19565,Married
19564,Married
19563,Married
19562,Married
19561,Married
19560,Married
19567,Married
19538,Married
19537,Married
19536,Married
19512,Married
19511,Married
19510,Married
19509,Married
19508,Married
19507,Married
19506,Married
19513,Married
19505,Married
19503,Married
19502,Married
19501,Married
19500,Married
19499,Married
19498,Married
19497,Married
19504,Married
19514,Married
19515,Married
19516,Married
19535,Married
19534,Married
19533,Married
19532,Married
19531,Married
19530,Married
19529,Married
19526,Married
19525,Married
19524,Married
19523,Married
19522,Married
19521,Married
19520,Married
19519,Married
19518,Married
19517,Married
19495,Married
19403,Married
19402,Married
19401,Married
19291,Married
19290,Married
19289,Married
19288,Married
19287,Married
19286,Married
19285,Married
19293,Married
19284,Married
19282,Married
19281,Married
19280,Married
19279,Married
19278,Married
19277,Married
19276,Married
19283,Married
19275,Married
19294,Married
19298,Married
19314,Married
19313,Married
19312,Married
19311,Married
19310,Married
19309,Married
19308,Married
19297,Married
19307,Married
19305,Married
19304,Married
19303,Married
19302,Married
19301,Married
19300,Married
19299,Married
19306,Married
19274,Married
19273,Married
19272,Married
19247,Married
19246,Married
19245,Married
19244,Married
19243,Married
19242,Married
19241,Married
19248,Married
19240,Married
19238,Married
19237,Married
19236,Married
19235,Married
19234,Married
19233,Married
19232,Married
19239,Married
19252,Married
19253,Married
19254,Married
19271,Married
19270,Married
19269,Married
19268,Married
19267,Married
19266,Married
19265,Married
19264,Married
19263,Married
19262,Married
19261,Married
19260,Married
19259,Married
19258,Married
19257,Married
19256,Married
19255,Married
19315,Married
19316,Married
19317,Married
19318,Married
19377,Married
19376,Married
19375,Married
19374,Married
19373,Married
19372,Married
19371,Married
19378,Married
19370,Married
19368,Married
19366,Married
19364,Married
19363,Married
19362,Married
19361,Married
19360,Married
19369,Married
19379,Married
19380,Married
19381,Married
19400,Married
19399,Married
19398,Married
19397,Married
19394,Married
19393,Married
19392,Married
19391,Married
19390,Married
19389,Married
19388,Married
19387,Married
19386,Married
19385,Married
19384,Married
19383,Married
19382,Married
19359,Married
19577,Married
19358,Married
19356,Married
19334,Married
19333,Married
19332,Married
19331,Married
19330,Married
19329,Married
19328,Married
19335,Married
19327,Married
19325,Married
19324,Married
19323,Married
19322,Married
19321,Married
19320,Married
19319,Married
19326,Married
19336,Married
19337,Married
19338,Married
19355,Married
19354,Married
19353,Married
19352,Married
19351,Married
19350,Married
19349,Married
19348,Married
19347,Married
19346,Married
19345,Married
19344,Married
19343,Married
19342,Married
19341,Married
19340,Married
19339,Married
19357,Married
19578,Married
19579,Married
19580,Married
19817,Married
19815,Married
19814,Married
19813,Married
19811,Married
19810,Married
19809,Married
19818,Married
19808,Married
19806,Married
19805,Married
19804,Married
19803,Married
19802,Married
19801,Married
19800,Married
19807,Married
19798,Married
19819,Married
19822,Married
19838,Married
19837,Married
19836,Married
19835,Married
19834,Married
19833,Married
19832,Married
19821,Married
19831,Married
19829,Married
19828,Married
19827,Married
19826,Married
19825,Married
19824,Married
19823,Married
19830,Married
19797,Married
19796,Married
19795,Married
19773,Married
19772,Married
19771,Married
19770,Married
19769,Married
19768,Married
19767,Married
19774,Married
19766,Married
19764,Married
19763,Married
19762,Married
19761,Married
19759,Married
19758,Married
19757,Married
19765,Married
19775,Married
19776,Married
19777,Married
19794,Married
19793,Married
19792,Married
19791,Married
19790,Married
19789,Married
19788,Married
19787,Married
19786,Married
19785,Married
19784,Married
19783,Married
19782,Married
19781,Married
19780,Married
19779,Married
19778,Married
19839,Married
19840,Married
19843,Married
19844,Married
19906,Married
19905,Married
19904,Married
19903,Married
19902,Married
19901,Married
19900,Married
19907,Married
19899,Married
19895,Married
19894,Married
19893,Married
19892,Married
19891,Married
19890,Married
19889,Married
19896,Married
19908,Married
19909,Married
19910,Married
19928,Married
19927,Married
19926,Married
19925,Married
19924,Married
19923,Married
19922,Married
19921,Married
19920,Married
19919,Married
19918,Married
19917,Married
19916,Married
19915,Married
19913,Married
19912,Married
19911,Married
19888,Married
19756,Married
19887,Married
19885,Married
19862,Married
19860,Married
19859,Married
19858,Married
19857,Married
19856,Married
19855,Married
19863,Married
19853,Married
19851,Married
19850,Married
19849,Married
19848,Married
19847,Married
19846,Married
19845,Married
19852,Married
19864,Married
19865,Married
19866,Married
19884,Married
19883,Married
19882,Married
19881,Married
19880,Married
19879,Married
19878,Married
19876,Married
19875,Married
19874,Married
19873,Married
19872,Married
19871,Married
19870,Married
19869,Married
19868,Married
19867,Married
19886,Married
19231,Married
19755,Married
19753,Married
19641,Married
19640,Married
19639,Married
19638,Married
19637,Married
19636,Married
19635,Married
19642,Married
19634,Married
19632,Married
19631,Married
19630,Married
19629,Married
19626,Married
19625,Married
19624,Married
19633,Married
19623,Married
19643,Married
19645,Married
19663,Married
19662,Married
19661,Married
19660,Married
19658,Married
19657,Married
19655,Married
19644,Married
19654,Married
19652,Married
19651,Married
19650,Married
19649,Married
19648,Married
19647,Married
19646,Married
19653,Married
19622,Married
19620,Married
19619,Married
19597,Married
19596,Married
19595,Married
19594,Married
19593,Married
19592,Married
19591,Married
19598,Married
19590,Married
19587,Married
19586,Married
19585,Married
19584,Married
19583,Married
19582,Married
19581,Married
19588,Married
19599,Married
19600,Married
19601,Married
19618,Married
19617,Married
19616,Married
19615,Married
19614,Married
19613,Married
19612,Married
19611,Married
19610,Married
19609,Married
19608,Married
19607,Married
19606,Married
19605,Married
19604,Married
19603,Married
19602,Married
19665,Married
19666,Married
19667,Married
19668,Married
19729,Married
19728,Married
19727,Married
19726,Married
19724,Married
19723,Married
19722,Married
19730,Married
19721,Married
19719,Married
19718,Married
19717,Married
19716,Married
19715,Married
19713,Married
19712,Married
19720,Married
19732,Married
19733,Married
19734,Married
19752,Married
19751,Married
19750,Married
19749,Married
19748,Married
19747,Married
19746,Married
19745,Married
19744,Married
19743,Married
19742,Married
19741,Married
19740,Married
19739,Married
19738,Married
19737,Married
19736,Married
19711,Married
19754,Married
19710,Married
19708,Married
19686,Married
19685,Married
19684,Married
19683,Married
19682,Married
19681,Married
19680,Married
19687,Married
19679,Married
19677,Married
19676,Married
19675,Married
19674,Married
19673,Married
19671,Married
19670,Married
19678,Married
19688,Married
19689,Married
19690,Married
19707,Married
19706,Married
19705,Married
19704,Married
19703,Married
19702,Married
19701,Married
19700,Married
19699,Married
19698,Married
19697,Married
19696,Married
19695,Married
19694,Married
19693,Married
19692,Married
19691,Married
19709,Married
19230,Married
19229,Married
19228,Married
18773,Married
18772,Married
18771,Married
18770,Married
18769,Married
18768,Married
18767,Married
18774,Married
18766,Married
18764,Married
18763,Married
18762,Married
18761,Married
18760,Married
18759,Married
18758,Married
18765,Married
18757,Married
18776,Married
18778,Married
18797,Married
18796,Married
18795,Married
18794,Married
18793,Married
18792,Married
18791,Married
18777,Married
18790,Married
18788,Married
18786,Married
18785,Married
18784,Married
18783,Married
18782,Married
18781,Married
18789,Married
18756,Married
18755,Married
18754,Married
18732,Married
18731,Married
18730,Married
18729,Married
18728,Married
18727,Married
18726,Married
18733,Married
18725,Married
18723,Married
18722,Married
18721,Married
18720,Married
18719,Married
18718,Married
18717,Married
18724,Married
18734,Married
18735,Married
18736,Married
18753,Married
18752,Married
18751,Married
18750,Married
18749,Married
18748,Married
18747,Married
18746,Married
18745,Married
18744,Married
18743,Married
18742,Married
18741,Married
18740,Married
18739,Married
18738,Married
18737,Married
18798,Married
18799,Married
18800,Married
18801,Married
18863,Married
18862,Married
18861,Married
18860,Married
18859,Married
18858,Married
18857,Married
18864,Married
18856,Married
18854,Married
18853,Married
18852,Married
18851,Married
18850,Married
18849,Married
18848,Married
18855,Married
18865,Married
18866,Married
18867,Married
18884,Married
18883,Married
18882,Married
18881,Married
18880,Married
18879,Married
18878,Married
18877,Married
18876,Married
18875,Married
18874,Married
18873,Married
18872,Married
18871,Married
18870,Married
18869,Married
18868,Married
18847,Married
18716,Married
18846,Married
18844,Married
18818,Married
18817,Married
18816,Married
18814,Married
18813,Married
18812,Married
18811,Married
18819,Married
18810,Married
18808,Married
18807,Married
18806,Married
18805,Married
18804,Married
18803,Married
18802,Married
18809,Married
18820,Married
18821,Married
18822,Married
18843,Married
18842,Married
18841,Married
18840,Married
18839,Married
18838,Married
18837,Married
18836,Married
18835,Married
18834,Married
18833,Married
18832,Married
18831,Married
18830,Married
18825,Married
18824,Married
18823,Married
18845,Married
18885,Married
18715,Married
18713,Married
18602,Married
18601,Married
18600,Married
18599,Married
18598,Married
18597,Married
18595,Married
18603,Married
18594,Married
18592,Married
18591,Married
18590,Married
18588,Married
18587,Married
18586,Married
18584,Married
18593,Married
18583,Married
18604,Married
18606,Married
18623,Married
18622,Married
18621,Married
18620,Married
18619,Married
18618,Married
18617,Married
18605,Married
18616,Married
18614,Married
18613,Married
18612,Married
18611,Married
18610,Married
18609,Married
18607,Married
18615,Married
18582,Married
18581,Married
18580,Married
18558,Married
18557,Married
18556,Married
18555,Married
18554,Married
18553,Married
18551,Married
18559,Married
18550,Married
18547,Married
18546,Married
18545,Married
18544,Married
18543,Married
18542,Married
18541,Married
18549,Married
18560,Married
18561,Married
18562,Married
18579,Married
18578,Married
18577,Married
18576,Married
18575,Married
18574,Married
18573,Married
18572,Married
18571,Married
18570,Married
18569,Married
18568,Married
18567,Married
18566,Married
18565,Married
18564,Married
18563,Married
18624,Married
18625,Married
18626,Married
18627,Married
18687,Married
18686,Married
18685,Married
18684,Married
18683,Married
18682,Married
18681,Married
18689,Married
18680,Married
18678,Married
18677,Married
18676,Married
18675,Married
18674,Married
18673,Married
18672,Married
18679,Married
18690,Married
18691,Married
18692,Married
18712,Married
18711,Married
18710,Married
18709,Married
18708,Married
18707,Married
18704,Married
18703,Married
18702,Married
18701,Married
18700,Married
18699,Married
18697,Married
18696,Married
18695,Married
18694,Married
18693,Married
18671,Married
18714,Married
18670,Married
18668,Married
18643,Married
18642,Married
18641,Married
18640,Married
18639,Married
18638,Married
18637,Married
18645,Married
18636,Married
18634,Married
18633,Married
18632,Married
18631,Married
18630,Married
18629,Married
18628,Married
18635,Married
18646,Married
18647,Married
18648,Married
18667,Married
18666,Married
18665,Married
18664,Married
18663,Married
18662,Married
18661,Married
18660,Married
18659,Married
18658,Married
18655,Married
18654,Married
18653,Married
18652,Married
18651,Married
18650,Married
18649,Married
18669,Married
17108,Married
18886,Married
18888,Married
19117,Married
19116,Married
19115,Married
19114,Married
19112,Married
19111,Married
19110,Married
19118,Married
19109,Married
19107,Married
19106,Married
19105,Married
19104,Married
19103,Married
19102,Married
19101,Married
19108,Married
19100,Married
19119,Married
19124,Married
19140,Married
19139,Married
19138,Married
19137,Married
19136,Married
19135,Married
19134,Married
19123,Married
19133,Married
19131,Married
19130,Married
19129,Married
19128,Married
19127,Married
19126,Married
19125,Married
19132,Married
19099,Married
19098,Married
19097,Married
19073,Married
19072,Married
19071,Married
19070,Married
19069,Married
19068,Married
19067,Married
19074,Married
19066,Married
19064,Married
19063,Married
19062,Married
19061,Married
19060,Married
19059,Married
19058,Married
19065,Married
19075,Married
19076,Married
19077,Married
19096,Married
19095,Married
19094,Married
19093,Married
19092,Married
19091,Married
19090,Married
19089,Married
19088,Married
19087,Married
19086,Married
19085,Married
19082,Married
19081,Married
19080,Married
19079,Married
19078,Married
19141,Married
19142,Married
19143,Married
19144,Married
19203,Married
19202,Married
19201,Married
19200,Married
19199,Married
19198,Married
19197,Married
19204,Married
19196,Married
19194,Married
19193,Married
19192,Married
19191,Married
19190,Married
19189,Married
19188,Married
19195,Married
19205,Married
19207,Married
19208,Married
19227,Married
19226,Married
19225,Married
19224,Married
19223,Married
19222,Married
19221,Married
19220,Married
19219,Married
19218,Married
19216,Married
19215,Married
19214,Married
19213,Married
19212,Married
19211,Married
19210,Married
19187,Married
19057,Married
19186,Married
19184,Married
19162,Married
19161,Married
19160,Married
19159,Married
19158,Married
19157,Married
19156,Married
19163,Married
19154,Married
19151,Married
19150,Married
19149,Married
19148,Married
19147,Married
19146,Married
19145,Married
19152,Married
19164,Married
19165,Married
19166,Married
19183,Married
19182,Married
19181,Married
19180,Married
19179,Married
19178,Married
19177,Married
19176,Married
19175,Married
19174,Married
19173,Married
19172,Married
19171,Married
19170,Married
19169,Married
19168,Married
19167,Married
19185,Married
18887,Married
19056,Married
19054,Married
18946,Married
18945,Married
18944,Married
18943,Married
18942,Married
18941,Married
18940,Married
18947,Married
18939,Married
18937,Married
18936,Married
18935,Married
18934,Married
18933,Married
18932,Married
18931,Married
18938,Married
18930,Married
18948,Married
18950,Married
18966,Married
18965,Married
18964,Married
18963,Married
18962,Married
18961,Married
18960,Married
18949,Married
18959,Married
18957,Married
18956,Married
18955,Married
18954,Married
18953,Married
18952,Married
18951,Married
18958,Married
18929,Married
18928,Married
18927,Married
18904,Married
18903,Married
18902,Married
18901,Married
18900,Married
18899,Married
18898,Married
18905,Married
18897,Married
18895,Married
18894,Married
18893,Married
18892,Married
18891,Married
18890,Married
18889,Married
18896,Married
18906,Married
18908,Married
18909,Married
18926,Married
18925,Married
18924,Married
18923,Married
18922,Married
18921,Married
18920,Married
18919,Married
18918,Married
18917,Married
18916,Married
18915,Married
18914,Married
18913,Married
18912,Married
18911,Married
18910,Married
18967,Married
18968,Married
18969,Married
18970,Married
19028,Married
19027,Married
19026,Married
19025,Married
19024,Married
19023,Married
19022,Married
19029,Married
19021,Married
19019,Married
19018,Married
19017,Married
19016,Married
19015,Married
19014,Married
19013,Married
19020,Married
19030,Married
19031,Married
19032,Married
19053,Married
19050,Married
19049,Married
19048,Married
19046,Married
19045,Married
19044,Married
19043,Married
19042,Married
19041,Married
19040,Married
19039,Married
19038,Married
19037,Married
19036,Married
19035,Married
19033,Married
19012,Married
19055,Married
19011,Married
19008,Married
18986,Married
18985,Married
18984,Married
18983,Married
18982,Married
18981,Married
18980,Married
18987,Married
18979,Married
18977,Married
18976,Married
18975,Married
18974,Married
18973,Married
18972,Married
18971,Married
18978,Married
18988,Married
18989,Married
18990,Married
19007,Married
19006,Married
19005,Married
19004,Married
19003,Married
19002,Married
19001,Married
19000,Married
18999,Married
18998,Married
18997,Married
18996,Married
18995,Married
18994,Married
18993,Married
18992,Married
18991,Married
19010,Married
13096,Married
11372,Married
13094,Married
3896,Married
3895,Married
3894,Married
3893,Married
3892,Married
3891,Married
3897,Married
3890,Married
3888,Married
3887,Married
3886,Married
3885,Married
3884,Married
3883,Married
3889,Married
3898,Married
3899,Married
3900,Married
3915,Married
3914,Married
3913,Married
3912,Married
3911,Married
3910,Married
3909,Married
3908,Married
3907,Married
3906,Married
3905,Married
3904,Married
3903,Married
3902,Married
3901,Married
3882,Married
3881,Married
3880,Married
3879,Married
3857,Married
3856,Married
3855,Married
3854,Married
3853,Married
3852,Married
3851,Married
3850,Married
3849,Married
3848,Married
3847,Married
3846,Married
3845,Married
3844,Married
3843,Married
3858,Married
3916,Married
3859,Married
3861,Married
3878,Married
3877,Married
3876,Married
3875,Married
3874,Married
3873,Married
3872,Married
3871,Married
3869,Married
3867,Married
3866,Married
3865,Married
3864,Married
3863,Married
3862,Married
3860,Married
3842,Married
3917,Married
3919,Married
3972,Married
3971,Married
3970,Married
3969,Married
3968,Married
3967,Married
3973,Married
3966,Married
3964,Married
3963,Married
3962,Married
3960,Married
3959,Married
3958,Married
3965,Married
3974,Married
3975,Married
3976,Married
3992,Married
3991,Married
3990,Married
3988,Married
3987,Married
3986,Married
3985,Married
3984,Married
3983,Married
3982,Married
3981,Married
3980,Married
3979,Married
3978,Married
3977,Married
3957,Married
3956,Married
3955,Married
3954,Married
3934,Married
3933,Married
3932,Married
3931,Married
3930,Married
3929,Married
3928,Married
3927,Married
3926,Married
3925,Married
3924,Married
3923,Married
3922,Married
3921,Married
3920,Married
3935,Married
3918,Married
3936,Married
3938,Married
3953,Married
3952,Married
3951,Married
3950,Married
3949,Married
3948,Married
3947,Married
3946,Married
3945,Married
3944,Married
3943,Married
3942,Married
3941,Married
3940,Married
3939,Married
3937,Married
3841,Married
3840,Married
3839,Married
3735,Married
3734,Married
3733,Married
3732,Married
3730,Married
3729,Married
3736,Married
3728,Married
3726,Married
3724,Married
3723,Married
3722,Married
3721,Married
3720,Married
3727,Married
3737,Married
3738,Married
3739,Married
3754,Married
3753,Married
3752,Married
3751,Married
3750,Married
3749,Married
3748,Married
3747,Married
3746,Married
3745,Married
3744,Married
3743,Married
3742,Married
3741,Married
3740,Married
3719,Married
3718,Married
3717,Married
3716,Married
3693,Married
3692,Married
3691,Married
3690,Married
3689,Married
3688,Married
3687,Married
3686,Married
3685,Married
3684,Married
3683,Married
3682,Married
3681,Married
3680,Married
3679,Married
3694,Married
3755,Married
3695,Married
3698,Married
3715,Married
3714,Married
3713,Married
3712,Married
3710,Married
3708,Married
3707,Married
3706,Married
3705,Married
3704,Married
3703,Married
3702,Married
3701,Married
3700,Married
3699,Married
3696,Married
3756,Married
3757,Married
3758,Married
3815,Married
3814,Married
3813,Married
3812,Married
3811,Married
3810,Married
3809,Married
3808,Married
3807,Married
3806,Married
3805,Married
3804,Married
3803,Married
3802,Married
3801,Married
3817,Married
3800,Married
3818,Married
3821,Married
3838,Married
3837,Married
3836,Married
3835,Married
3834,Married
3833,Married
3832,Married
3831,Married
3830,Married
3829,Married
3828,Married
3827,Married
3826,Married
3825,Married
3822,Married
3820,Married
3993,Married
3799,Married
3797,Married
3774,Married
3773,Married
3772,Married
3771,Married
3769,Married
3768,Married
3767,Married
3766,Married
3765,Married
3764,Married
3763,Married
3762,Married
3761,Married
3760,Married
3759,Married
3775,Married
3798,Married
3776,Married
3780,Married
3795,Married
3794,Married
3793,Married
3792,Married
3791,Married
3790,Married
3789,Married
3788,Married
3787,Married
3786,Married
3785,Married
3784,Married
3783,Married
3782,Married
3781,Married
3777,Married
3994,Married
3995,Married
3996,Married
4208,Married
4207,Married
4206,Married
4205,Married
4204,Married
4203,Married
4209,Married
4202,Married
4200,Married
4199,Married
4198,Married
4197,Married
4196,Married
4194,Married
4201,Married
4210,Married
4211,Married
4212,Married
4229,Married
4228,Married
4226,Married
4225,Married
4224,Married
4222,Married
4221,Married
4220,Married
4219,Married
4218,Married
4217,Married
4216,Married
4215,Married
4214,Married
4213,Married
4193,Married
4192,Married
4191,Married
4190,Married
4170,Married
4169,Married
4168,Married
4167,Married
4166,Married
4165,Married
4164,Married
4163,Married
4162,Married
4161,Married
4160,Married
4159,Married
4158,Married
4157,Married
4156,Married
4171,Married
4230,Married
4172,Married
4174,Married
4189,Married
4188,Married
4187,Married
4186,Married
4185,Married
4184,Married
4183,Married
4182,Married
4181,Married
4180,Married
4179,Married
4178,Married
4177,Married
4176,Married
4175,Married
4173,Married
4231,Married
4232,Married
4233,Married
4286,Married
4285,Married
4284,Married
4283,Married
4282,Married
4281,Married
4280,Married
4279,Married
4278,Married
4277,Married
4276,Married
4275,Married
4274,Married
4273,Married
4272,Married
4287,Married
4271,Married
4288,Married
4290,Married
4306,Married
4304,Married
4303,Married
4302,Married
4301,Married
4300,Married
4299,Married
4298,Married
4297,Married
4296,Married
4295,Married
4294,Married
4293,Married
4292,Married
4291,Married
4289,Married
4155,Married
4270,Married
4268,Married
4248,Married
4247,Married
4246,Married
4245,Married
4244,Married
4243,Married
4242,Married
4241,Married
4240,Married
4239,Married
4238,Married
4237,Married
4236,Married
4235,Married
4234,Married
4249,Married
4269,Married
4250,Married
4252,Married
4267,Married
4266,Married
4265,Married
4264,Married
4263,Married
4262,Married
4261,Married
4260,Married
4259,Married
4258,Married
4257,Married
4256,Married
4255,Married
4254,Married
4253,Married
4251,Married
3678,Married
4154,Married
4152,Married
4051,Married
4050,Married
4049,Married
4048,Married
4046,Married
4045,Married
4052,Married
4044,Married
4042,Married
4041,Married
4040,Married
4039,Married
4038,Married
4037,Married
4043,Married
4053,Married
4054,Married
4055,Married
4072,Married
4071,Married
4070,Married
4069,Married
4067,Married
4066,Married
4065,Married
4064,Married
4063,Married
4062,Married
4061,Married
4060,Married
4059,Married
4058,Married
4057,Married
4036,Married
4035,Married
4034,Married
4033,Married
4012,Married
4011,Married
4010,Married
4009,Married
4008,Married
4007,Married
4006,Married
4005,Married
4004,Married
4003,Married
4001,Married
4000,Married
3999,Married
3998,Married
3997,Married
4013,Married
4073,Married
4014,Married
4016,Married
4032,Married
4031,Married
4030,Married
4029,Married
4028,Married
4026,Married
4025,Married
4024,Married
4023,Married
4022,Married
4021,Married
4020,Married
4019,Married
4018,Married
4017,Married
4015,Married
4074,Married
4075,Married
4076,Married
4130,Married
4129,Married
4128,Married
4127,Married
4126,Married
4125,Married
4124,Married
4123,Married
4122,Married
4121,Married
4120,Married
4119,Married
4118,Married
4117,Married
4116,Married
4131,Married
4115,Married
4132,Married
4134,Married
4151,Married
4150,Married
4149,Married
4148,Married
4147,Married
4146,Married
4144,Married
4143,Married
4142,Married
4141,Married
4140,Married
4139,Married
4138,Married
4137,Married
4135,Married
4133,Married
4153,Married
4114,Married
4112,Married
4091,Married
4090,Married
4089,Married
4088,Married
4087,Married
4086,Married
4085,Married
4084,Married
4083,Married
4082,Married
4081,Married
4080,Married
4079,Married
4078,Married
4077,Married
4092,Married
4113,Married
4093,Married
4095,Married
4111,Married
4110,Married
4109,Married
4108,Married
4107,Married
4106,Married
4105,Married
4104,Married
4103,Married
