,FamilyType
4102,Married
4101,Married
4100,Married
4098,Married
4097,Married
4096,Married
4094,Married
4307,Married
3677,Married
3675,Married
3241,Married
3240,Married
3239,Married
3238,Married
3237,Married
3236,Married
3242,Married
3235,Married
3233,Married
3232,Married
3231,Married
3230,Married
3229,Married
3228,Married
3234,Married
3243,Married
3244,Married
3245,Married
3261,Married
3260,Married
3259,Married
3258,Married
3257,Married
3256,Married
3255,Married
3254,Married
3253,Married
3252,Married
3251,Married
3249,Married
3248,Married
3247,Married
3246,Married
3226,Married
3225,Married
3224,Married
3223,Married
3200,Married
3199,Married
3197,Married
3196,Married
3195,Married
3194,Married
3193,Married
3192,Married
3191,Married
3190,Married
3189,Married
3188,Married
3186,Married
3185,Married
3184,Married
3201,Married
3263,Married
3204,Married
3206,Married
3222,Married
3221,Married
3220,Married
3219,Married
3217,Married
3216,Married
3215,Married
3214,Married
3213,Married
3212,Married
3211,Married
3210,Married
3209,Married
3208,Married
3207,Married
3205,Married
3183,Married
3264,Married
3267,Married
3326,Married
3325,Married
3324,Married
3323,Married
3322,Married
3321,Married
3327,Married
3320,Married
3318,Married
3317,Married
3316,Married
3315,Married
3314,Married
3313,Married
3319,Married
3328,Married
3329,Married
3330,Married
3345,Married
3344,Married
3343,Married
3342,Married
3341,Married
3340,Married
3339,Married
3338,Married
3337,Married
3336,Married
3335,Married
3334,Married
3333,Married
3332,Married
3331,Married
3312,Married
3311,Married
3310,Married
3309,Married
3283,Married
3282,Married
3281,Married
3280,Married
3279,Married
3278,Married
3277,Married
3276,Married
3275,Married
3274,Married
3273,Married
3272,Married
3271,Married
3270,Married
3268,Married
3284,Married
3265,Married
3285,Married
3290,Married
3308,Married
3307,Married
3306,Married
3305,Married
3302,Married
3301,Married
3300,Married
3298,Married
3297,Married
3296,Married
3295,Married
3294,Married
3293,Married
3292,Married
3291,Married
3287,Married
3182,Married
3181,Married
3180,Married
3078,Married
3077,Married
3076,Married
3075,Married
3074,Married
3073,Married
3079,Married
3072,Married
3069,Married
3067,Married
3066,Married
3064,Married
3063,Married
3062,Married
3071,Married
3080,Married
3081,Married
3082,Married
3098,Married
3097,Married
3096,Married
3095,Married
3094,Married
3093,Married
3091,Married
3090,Married
3089,Married
3088,Married
3087,Married
3086,Married
3085,Married
3084,Married
3083,Married
3061,Married
3060,Married
3059,Married
3058,Married
3035,Married
3034,Married
3033,Married
3032,Married
3031,Married
3030,Married
3029,Married
3028,Married
3027,Married
3026,Married
3025,Married
3024,Married
3023,Married
3022,Married
3021,Married
3036,Married
3099,Married
3037,Married
3039,Married
3057,Married
3056,Married
3055,Married
3054,Married
3053,Married
3052,Married
3051,Married
3049,Married
3048,Married
3047,Married
3046,Married
3045,Married
3044,Married
3043,Married
3042,Married
3038,Married
3100,Married
3101,Married
3102,Married
3158,Married
3157,Married
3156,Married
3155,Married
3154,Married
3153,Married
3152,Married
3151,Married
3150,Married
3149,Married
3148,Married
3147,Married
3146,Married
3145,Married
3144,Married
3159,Married
3143,Married
3160,Married
3162,Married
3179,Married
3178,Married
3177,Married
3176,Married
3175,Married
3174,Married
3173,Married
3171,Married
3169,Married
3168,Married
3167,Married
3166,Married
3165,Married
3164,Married
3163,Married
3161,Married
3346,Married
3142,Married
3140,Married
3118,Married
3117,Married
3116,Married
3115,Married
3114,Married
3113,Married
3112,Married
3111,Married
3110,Married
3109,Married
3107,Married
3106,Married
3105,Married
3104,Married
3103,Married
3119,Married
3141,Married
3120,Married
3122,Married
3139,Married
3138,Married
3137,Married
3136,Married
3135,Married
3134,Married
3133,Married
3132,Married
3131,Married
3128,Married
3127,Married
3126,Married
3125,Married
3124,Married
3123,Married
3121,Married
3347,Married
3348,Married
3350,Married
3571,Married
3570,Married
3568,Married
3567,Married
3566,Married
3565,Married
3572,Married
3564,Married
3560,Married
3559,Married
3558,Married
3557,Married
3556,Married
3555,Married
3563,Married
3573,Married
3574,Married
3575,Married
3593,Married
3592,Married
3591,Married
3590,Married
3589,Married
3588,Married
3587,Married
3584,Married
3582,Married
3581,Married
3580,Married
3579,Married
3578,Married
3577,Married
3576,Married
3554,Married
3553,Married
3552,Married
3551,Married
3531,Married
3530,Married
3529,Married
3528,Married
3527,Married
3526,Married
3523,Married
3522,Married
3521,Married
3520,Married
3519,Married
3518,Married
3517,Married
3516,Married
3515,Married
3532,Married
3594,Married
3533,Married
3535,Married
3550,Married
3549,Married
3548,Married
3547,Married
3546,Married
3545,Married
3544,Married
3543,Married
3542,Married
3541,Married
3540,Married
3539,Married
3538,Married
3537,Married
3536,Married
3534,Married
3595,Married
3596,Married
3597,Married
3652,Married
3651,Married
3650,Married
3649,Married
3648,Married
3647,Married
3646,Married
3645,Married
3644,Married
3643,Married
3642,Married
3641,Married
3640,Married
3639,Married
3638,Married
3653,Married
3636,Married
3654,Married
3656,Married
3674,Married
3673,Married
3672,Married
3668,Married
3667,Married
3666,Married
3665,Married
3664,Married
3663,Married
3662,Married
3661,Married
3660,Married
3659,Married
3658,Married
3657,Married
3655,Married
3514,Married
3635,Married
3633,Married
3613,Married
3612,Married
3611,Married
3610,Married
3609,Married
3608,Married
3607,Married
3605,Married
3604,Married
3603,Married
3602,Married
3601,Married
3600,Married
3599,Married
3598,Married
3614,Married
3634,Married
3615,Married
3617,Married
3632,Married
3631,Married
3630,Married
3629,Married
3628,Married
3627,Married
3626,Married
3625,Married
3624,Married
3623,Married
3622,Married
3621,Married
3620,Married
3619,Married
3618,Married
3616,Married
3676,Married
3513,Married
3511,Married
3409,Married
3408,Married
3407,Married
3406,Married
3405,Married
3404,Married
3410,Married
3403,Married
3401,Married
3400,Married
3399,Married
3398,Married
3397,Married
3396,Married
3402,Married
3411,Married
3412,Married
3413,Married
3431,Married
3430,Married
3429,Married
3428,Married
3427,Married
3426,Married
3425,Married
3423,Married
3421,Married
3420,Married
3419,Married
3418,Married
3416,Married
3415,Married
3414,Married
3395,Married
3394,Married
3393,Married
3392,Married
3372,Married
3371,Married
3370,Married
3369,Married
3368,Married
3367,Married
3366,Married
3365,Married
3364,Married
3363,Married
3362,Married
3361,Married
3360,Married
3359,Married
3351,Married
3373,Married
3432,Married
3374,Married
3376,Married
3391,Married
3390,Married
3389,Married
3388,Married
3387,Married
3386,Married
3385,Married
3384,Married
3383,Married
3382,Married
3381,Married
3380,Married
3379,Married
3378,Married
3377,Married
3375,Married
3433,Married
3434,Married
3435,Married
3490,Married
3489,Married
3488,Married
3487,Married
3486,Married
3485,Married
3484,Married
3483,Married
3482,Married
3481,Married
3480,Married
3479,Married
3478,Married
3477,Married
3476,Married
3491,Married
3475,Married
3492,Married
3494,Married
3510,Married
3509,Married
3508,Married
3507,Married
3506,Married
3505,Married
3504,Married
3503,Married
3502,Married
3501,Married
3500,Married
3499,Married
3498,Married
3496,Married
3495,Married
3493,Married
3512,Married
3474,Married
3472,Married
3452,Married
3451,Married
3450,Married
3449,Married
3448,Married
3447,Married
3446,Married
3443,Married
3442,Married
3441,Married
3440,Married
3439,Married
3438,Married
3437,Married
3436,Married
3453,Married
3473,Married
3454,Married
3456,Married
3471,Married
3470,Married
3469,Married
3468,Married
3467,Married
3466,Married
3465,Married
3464,Married
3463,Married
3462,Married
3461,Married
3460,Married
3459,Married
3458,Married
3457,Married
3455,Married
3020,Married
4308,Married
4310,Married
5858,Married
5857,Married
5856,Married
5855,Married
5854,Married
5853,Married
5862,Married
5852,Married
5850,Married
5849,Married
5848,Married
5847,Married
5846,Married
5845,Married
5851,Married
5863,Married
5864,Married
5872,Married
5903,Married
5902,Married
5901,Married
5900,Married
5899,Married
5898,Married
5890,Married
5889,Married
5888,Married
5883,Married
5882,Married
5876,Married
5875,Married
5874,Married
5873,Married
5844,Married
5843,Married
5830,Married
5829,Married
5788,Married
5787,Married
5786,Married
5785,Married
5784,Married
5783,Married
5782,Married
5781,Married
5775,Married
5774,Married
5773,Married
5772,Married
5770,Married
5768,Married
5767,Married
5791,Married
5905,Married
5792,Married
5795,Married
5828,Married
5827,Married
5823,Married
5817,Married
5814,Married
5813,Married
5812,Married
5811,Married
5810,Married
5807,Married
5806,Married
5805,Married
5798,Married
5797,Married
5796,Married
5794,Married
5766,Married
5907,Married
5910,Married
6032,Married
6031,Married
6030,Married
6029,Married
6028,Married
6027,Married
6033,Married
6026,Married
6008,Married
6007,Married
6005,Married
6003,Married
5997,Married
5996,Married
6009,Married
6034,Married
6035,Married
6036,Married
6056,Married
6055,Married
6054,Married
6050,Married
6049,Married
6046,Married
6045,Married
6044,Married
6043,Married
6042,Married
6041,Married
6040,Married
6039,Married
6038,Married
6037,Married
5995,Married
5990,Married
5989,Married
5987,Married
5953,Married
5952,Married
5951,Married
5950,Married
5949,Married
5948,Married
5947,Married
5946,Married
5945,Married
5944,Married
5943,Married
5942,Married
5914,Married
5913,Married
5912,Married
5954,Married
5908,Married
5955,Married
5957,Married
5986,Married
5985,Married
5982,Married
5981,Married
5980,Married
5974,Married
5973,Married
5972,Married
5971,Married
5970,Married
5965,Married
5964,Married
5963,Married
5959,Married
5958,Married
